symbol,input_window,fold,horizon,MAE,MSE,RMSE,MAPE,R2
XRPUSDT,28,1,5,0.0007074183185573705,1.5204754732747993e-06,0.0012330756153921783,10.17020176041993,0.8901913421988872
XRPUSDT,28,1,6,0.00081162271107386,1.8823879687976608e-06,0.0013720014463540703,11.678180439266077,0.8640930473175279
XRPUSDT,28,1,7,0.000911934262594813,2.261209047084201e-06,0.0015037317071486525,13.128761202621039,0.8367875924457611
XRPUSDT,28,2,1,0.00018161552730836216,6.736843439065916e-07,0.0008207827629200016,3.100764581672621,0.9696209128904388
XRPUSDT,28,2,2,0.00032683545273446416,1.4720699138248653e-06,0.0012132888830879748,5.480163902792514,0.933617719273379
XRPUSDT,28,2,3,0.0004590672951134577,2.4938365835757562e-06,0.0015791885839176259,7.6187635764022765,0.8875401599111044
XRPUSDT,28,2,4,0.0005821349649601006,3.5403923317454596e-06,0.0018815930303191122,9.587250663738631,0.840342441859656
XRPUSDT,28,2,5,0.0006997509828390357,4.601988063668789e-06,0.0021452244786196125,11.470875244907305,0.792464787319709
XRPUSDT,28,2,6,0.000813870199542127,5.6803545683257225e-06,0.00238334944318405,13.303728790090327,0.7438242395188368
XRPUSDT,28,2,7,0.000926579206387991,6.765880289191175e-06,0.0026011305790350422,15.124438979533805,0.694857183444651
XRPUSDT,28,3,1,0.00022586537761451223,4.4599086989370167e-07,0.0006678254786197526,2.998241509963947,0.9876462202014988
XRPUSDT,28,3,2,0.0004034988399321171,1.069082577479176e-06,0.0010339644952701112,5.326709881238481,0.9703871261436837
XRPUSDT,28,3,3,0.0005624317966366706,1.7804364830710119e-06,0.0013343299753325682,7.412694392949216,0.9506836488056156
XRPUSDT,28,3,4,0.0007054691717463875,2.5119046629251495e-06,0.001584898944073454,9.311359069651205,0.9304234709017141
XRPUSDT,28,3,5,0.0008403336013148106,3.269854447229721e-06,0.001808273886121713,11.106498727939341,0.9094322307988613
XRPUSDT,28,3,6,0.0009706073036054551,4.063118209904199e-06,0.002015717790243515,12.831340181579748,0.8874641060357384
XRPUSDT,28,3,7,0.0010942740028381393,4.88337179766692e-06,0.0022098352421994994,14.487638113502891,0.864749102382196
